STOPNAME,TRAPEZESTO,RUCUSSTOPA,STOPID,LATITUDE,LONGITUDE,ACCESSIBIL,ATSTREET,ONSTREET,POSITION,ORIENTATIO,SERVICEPLA,SHELTER,INSERT_TIM,SIGNUPID,SUPERVISOR
Jackson St&Larkin St NE-NS/PS,JACKLAR1,JACKLARK,5153.0000000000,37.7944100000,-122.4196300000,0.0000000000,LARKIN ST,JACKSON ST,NS,NE,,0.0000000000,2012/02/23,76.0000000000,
Jackson St&Hyde St NW-FS/PS,JACKHYD1,JACKHYDE,5151.0000000000,37.7946050000,-122.4182930000,0.0000000000,HYDE ST,JACKSON ST,FS,NW,,0.0000000000,2012/02/23,76.0000000000,
Hyde St&Clay St NW-NS/BZ,HYDECLA0,HYDECLAY,5068.0000000000,37.7928700000,-122.4178400000,0.0000000000,CLAY ST,HYDE ST,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Mason St&Ellis St SW-FS/BZ,MASNELI0,MASNELIS,5357.0000000000,37.7850700000,-122.4095100000,0.0000000000,ELLIS ST,MASON ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Jones St&Geary St NW-NS/BZ,JONEGEA0,JONEGEAR,5185.0000000000,37.7868600000,-122.4132500000,0.0000000000,GEARY ST,JONES ST,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Sutter St SE-NS/BZ,LEAVSUT1,LEAVSUTT,4871.0000000000,37.7883220000,-122.4150970000,0.0000000000,SUTTER ST,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Sacramento St SE-NS,LEAVSAC1,LEAVSACO,4870.0000000000,37.7920600000,-122.4158600000,0.0000000000,SACRAMENTO ST,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Post St SE-NS/BZ,LEAVPOS1,LEAVPOST,4869.0000000000,37.7873600000,-122.4148800000,0.0000000000,POST ST,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Pine St SE-NS/BZ,LEAVPIN1,LEAVPINE,4868.0000000000,37.7901500000,-122.4154800000,0.0000000000,PINE ST,LEAVENWORTH ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Jackson St SE-NS/PS,LEAVJAC1,LEAVJACK,4866.0000000000,37.7946500000,-122.4163800000,0.0000000000,JACKSON ST,LEAVENWORTH ST,NS,SE,,0.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Geary Blvd SE-NS/BZ,LEAVGEA1,LEAVGEAR,4865.0000000000,37.7864300000,-122.4147000000,0.0000000000,GEARY BLVD,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&Clay St SE-NS/BZ,LEAVCLA1,LEAVCLAY,4864.0000000000,37.7929500000,-122.4160400000,0.0000000000,CLAY ST,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Leavenworth St&California St SE-NS,LEAVCAL1,LEAVCALI,4863.0000000000,37.7910900000,-122.4156700000,0.0000000000,CALIFORNIA ST,LEAVENWORTH ST,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Ellis St&Jones St NW-FS/BZ,ELISJON1,ELISJONE,4496.0000000000,37.7848800000,-122.4131500000,0.0000000000,JONES ST,ELLIS ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&Division St SW-FS/BZ,BRYTDIV0,BRYTDIVN,3755.0000000000,37.7691100000,-122.4109100000,0.0000000000,DIVISION ST,BRYANT ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&Division St E-FS/BZ,BRYTDIV1,BRYTDIVN,3754.0000000000,37.7696700000,-122.4104500000,0.0000000000,DIVISION ST,BRYANT ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&Alameda St W-MI/BZ,BRYTALA0,BRYTALAM,3753.0000000000,37.7681000000,-122.4108100000,0.0000000000,ALAMEDA ST,BRYANT ST,MI,W,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&26th St SE-NS/BZ,BRYT26S1,BRYT26ST,3751.0000000000,37.7495100000,-122.4087300000,0.0000000000,26TH ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&26th St NW-NS/BZ,BRYT26S0,BRYT26ST,3750.0000000000,37.7496900000,-122.4089100000,0.0000000000,26TH ST,BRYANT ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Cesar Chavez St&Alabama St NE-NS/BZ,CHAVALA0,CHAVALAB,3928.0000000000,37.7484200000,-122.4104300000,0.0000000000,ALABAMA ST,CESAR CHAVEZ ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Cesar Chavez St&Bryant St NW-FS/BZ,CHAVBRY0,CHAVBRYT,3929.0000000000,37.7484500000,-122.4090900000,0.0000000000,BRYANT ST,CESAR CHAVEZ ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bush St&Leavenworth St SE-FS/BZ,BUSHLEA0,BUSHLEAV,3814.0000000000,37.7893000000,-122.4149600000,0.0000000000,LEAVENWORTH ST,BUSH ST,FS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Bush St&Jones St SW-NS/SB,BUSHJON0,BUSHJONE,3813.0000000000,37.7894400000,-122.4138700000,0.0000000000,JONES ST,BUSH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
26th St&South Van Ness Ave SW-NS/SB,26STSOV1,26STSOVN,3523.0000000000,37.7491080000,-122.4160650000,0.0000000000,SOUTH VAN NESS AVE,26TH ST,NS,SW,,0.0000000000,2012/02/23,76.0000000000,
5th  St North&Market St NW-NS/BZ,5STNMRK0,5STNMRKT,3612.0000000000,37.7840110000,-122.4082100000,0.0000000000,MARKET ST,5TH ST NORTH,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
5th St North&Market St NE-FS/BZ,5STNMRK1,5STNMRKT,3611.0000000000,37.7841620000,-122.4081750000,0.0000000000,MARKET ST,5TH ST NORTH,FS,NE,,1.0000000000,2012/02/23,76.0000000000,
Bryant St&8th St S-NS/BZ,BRYT 8S0,BRYT 8ST,3727.0000000000,37.7723300000,-122.4070800000,0.0000000000,8TH ST,BRYANT ST,NS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&7th St E-FS/BZ,BRYT 7S0,BRYT 7ST,3726.0000000000,37.7743800000,-122.4044900000,0.0000000000,7TH ST,BRYANT ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&24th St NE-FS/BZ,BRYT24S1,BRYT24ST,3746.0000000000,37.7530600000,-122.4090700000,0.0000000000,24TH ST,BRYANT ST,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
Bryant St&23rd St SW-FS/BB,BRYT23S0,BRYT23ST,3745.0000000000,37.7541500000,-122.4093200000,0.0000000000,23RD ST,BRYANT ST,FS,SW,BB,0.0000000000,2012/02/23,76.0000000000,
Bryant St&23rd St SE-NS/BZ,BRYT23S1,BRYT23ST,3744.0000000000,37.7543100000,-122.4091900000,0.0000000000,23RD ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&22nd St SW-FS/BZ,BRYT22S0,BRYT22ST,3743.0000000000,37.7557200000,-122.4094900000,0.0000000000,22ND ST,BRYANT ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&21st St SW-FS/BB,BRYT21S0,BRYT21ST,3741.0000000000,37.7574000000,-122.4096100000,0.0000000000,21ST ST,BRYANT ST,FS,SW,BB,0.0000000000,2012/02/23,76.0000000000,
Bryant St&25th St NW-NS/BZ,BRYT25S0,BRYT25ST,3748.0000000000,37.7513000000,-122.4090700000,0.0000000000,25TH ST,BRYANT ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&24th St SW-FS/BZ,BRYT24S0,BRYT24ST,3747.0000000000,37.7525200000,-122.4091900000,0.0000000000,24TH ST,BRYANT ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
C. Chavez St&Harrison St NW-FS/BZ,CHAVHAR0,CHAVHARR,3933.0000000000,37.7484000000,-122.4119000000,0.0000000000,FOLSOM ST,CESAR CHAVEZ ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Cesar Chavez St&Folsom St SW-NS/BZ,CHAVFOL1,CHAVFOLS,3932.0000000000,37.7481500000,-122.4138200000,0.0000000000,FOLSOM ST,CESAR CHAVEZ ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bush St&Hyde St SE-FS/BZ,BUSHHYD0,BUSHHYDE,3812.0000000000,37.7891500000,-122.4165800000,0.0000000000,HYDE ST,BUSH ST,FS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&21st St SE-NS/BZ,BRYT21S1,BRYT21ST,3740.0000000000,37.7575100000,-122.4095000000,0.0000000000,21ST ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&20th St SE-NS/BZ,BRYT20S1,BRYT20ST,3739.0000000000,37.7591100000,-122.4096600000,0.0000000000,20TH ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&20th St NW-NS/PS,BRYT20S0,BRYT20ST,3738.0000000000,37.7593300000,-122.4099300000,0.0000000000,20TH ST,BRYANT ST,NS,NW,,0.0000000000,2012/02/23,76.0000000000,
Bryant St&19th St NW-NS/BZ,BRYT19S0,BRYT19ST,3736.0000000000,37.7605800000,-122.4100800000,0.0000000000,19TH ST,BRYANT ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&18th St SE-NS/BZ,BRYT18S1,BRYT18ST,3735.0000000000,37.7616700000,-122.4100400000,0.0000000000,18TH ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&18th St NW-NS/BZ,BRYT18S0,BRYT18ST,3734.0000000000,37.7618700000,-122.4102000000,0.0000000000,18TH ST,BRYANT ST,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&17th St SW-FS/BZ,BRYT17S0,BRYT17ST,3733.0000000000,37.7640200000,-122.4104100000,0.0000000000,17TH ST,BRYANT ST,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&17th St SE-NS/BZ,BRYT17S1,BRYT17ST,3732.0000000000,37.7642200000,-122.4102800000,0.0000000000,17TH ST,BRYANT ST,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Bryant St&9th St E-FS/BZ,BRYT 9S1,BRYT 9ST,3728.0000000000,37.7714600000,-122.4081700000,0.0000000000,9TH ST,BRYANT ST,FS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
5th St&Folsom St N-FS/BZ,5STFOLS,,7214.0000000000,37.7804400000,-122.4034660000,0.0000000000,FOLSOM ST,5TH ST,,N,,0.0000000000,2012/02/23,76.0000000000,
5th St&Mission St W-NS/BZ,5STMIS0,5STMISS,3173.0000000000,37.7827700000,-122.4066500000,0.0000000000,MISSION ST,05TH ST,NS,W,BZ,0.0000000000,2012/02/23,76.0000000000,
5th St&Mission St N-FS/BZ,5STMIS1,5STMISS,3172.0000000000,37.7829600000,-122.4066500000,0.0000000000,MISSION ST,5TH ST,FS,N,BZ,0.0000000000,2012/02/23,76.0000000000,
5th St&Howard St S-FS/BZ,5STHWR0,5STHWRD,3171.0000000000,37.7812300000,-122.4047400000,0.0000000000,HOWARD ST,5TH ST,FS,S,BZ,0.0000000000,2012/02/23,76.0000000000,
5th St&Howard St E-NS/BZ,5STHWR1,5STHWRD,3170.0000000000,37.7814500000,-122.4047500000,0.0000000000,HOWARD ST,05TH ST,NS,E,BZ,0.0000000000,2012/02/23,76.0000000000,
5th St&Harrison St N-FS/BZ,5STHAR1,5STHARR,3169.0000000000,37.7793100000,-122.4020500000,0.0000000000,HARRISON ST,5TH ST,FS,N,BZ,1.0000000000,2012/02/23,76.0000000000,
Francisco St&Polk St NE-MB/PS,FRANPOLK,,7529.0000000000,37.8033770000,-122.4237930000,0.0000000000,POLK ST,FRANCISCO ST,,,,0.0000000000,2012/02/23,76.0000000000,
19th Ave& Winston Dr NW-NS/SB,19AVWIN2,,7448.0000000000,37.7272580000,-122.4750980000,0.0000000000,WINSTON DR,19TH AVE,,,,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Kirkham St NW-NS/BZ,19AVKIR0,19AVKIRK,3367.0000000000,37.7599500000,-122.4769500000,0.0000000000,KIRKHAM ST,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Wawona St SE-NS/BZ,19AVWAW1,19AVWAWO,3401.0000000000,37.7373400000,-122.4751500000,0.0000000000,WAWONA ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Lincoln Way SE-NS/BZ,19AVLWA0,19AVLWAY,3370.0000000000,37.7652140000,-122.4771970000,0.0000000000,LINCOLN WY,19TH AVE,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
Park Presidio&Geary Blvd NE-FS/SB,PKPRGEA1,PKPRGEAR,5953.0000000000,37.7807760000,-122.4722170000,0.0000000000,GEARY BLVD,PARK PRESIDIO BLVD,FS,NE,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio&Geary Blvd SW-FS/SB,PKPRGEA0,PKPRGEAR,5952.0000000000,37.7805710000,-122.4724120000,0.0000000000,GEARY BLVD,PARK PRESIDIO BLVD,FS,SW,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio Blvd&Fulton St NW-NS,PKPRFUL2,PKPRFULT,5951.0000000000,37.7732700000,-122.4719100000,0.0000000000,FULTON ST,PARK PRESIDIO BLVD,NS,NW,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio&California SW-FS/SB,PKPRCAL0,PKPRCALI,5948.0000000000,37.7843630000,-122.4727110000,0.0000000000,CALIFORNIA ST,PARK PRESIDIO BLVD,FS,SW,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio Blvd&Balboa St SW-FS,PKPRBBO2,PKPRBBOA,5947.0000000000,37.7764800000,-122.4721400000,0.0000000000,BALBOA ST,PARK PRESIDIO BLVD,FS,SW,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio Blvd&Balboa St NE-FS,PKPRBBO1,PKPRBBOA,5946.0000000000,37.7769480000,-122.4719750000,0.0000000000,PARK PRESIDIO BLVD,BALBOA ST,FS,NE,FL,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Lincoln Way SW-FS/BZ,19AVLWA2,19AVLWAY,3371.0000000000,37.7653750000,-122.4774040000,0.0000000000,LINCOLN WY,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Richardson Ave&Francisco St SE-NS,RCHNFNC0,RCHNFNCO,6182.0000000000,37.8003280000,-122.4469540000,0.0000000000,FRANCISCO ST,RICHARDSON AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Fillmore St SW-NS/BZ,LOMBFIL1,LOMBFILL,5274.0000000000,37.7997110000,-122.4361300000,0.0000000000,FILLMORE ST,LOMBARD ST,NS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Park Presidio&California NE-FS/SB,PKPRCAL1,PKPRCALI,5949.0000000000,37.7844970000,-122.4725280000,0.0000000000,LAKE ST,PARK PRESIDIO BLVD,FS,NE,FL,1.0000000000,2012/02/23,76.0000000000,
Park Presidio Blvd&Fulton St NE-FS,PKPRFUL1,PKPRFULT,5950.0000000000,37.7732190000,-122.4716530000,0.0000000000,PARK PRESIDIO BLVD,FULTON ST,FS,NE,FL,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Winston Dr NE-FS/SB,19AVWIN1,19AVWINS,3402.0000000000,37.7271900000,-122.4746800000,0.0000000000,WINSTON DR,19TH AVE,FS,NE,FL,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Ulloa St NW-NS/BZ,19AVULO0,19AVULOA,3397.0000000000,37.7412900000,-122.4756800000,0.0000000000,ULLOA ST,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Vicente St SW-FS/BZ,19AVVCT0,19AVVCTE,3399.0000000000,37.7390100000,-122.4755300000,0.0000000000,VICENTE ST,19TH AVE,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Noriega St SW-FS/BZ,19AVNOR2,19AVNORI,3375.0000000000,37.7539200000,-122.4765300000,0.0000000000,NORIEGA ST,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
Laguna St&Chestnut St SE-NS/PS,LGNACHE1,LGNACHES,5258.0000000000,37.8013500000,-122.4312300000,0.0000000000,CHESTNUT ST,LAGUNA ST,NS,SE,FL,0.0000000000,2012/02/23,76.0000000000,
Daly City Bart Station W-FS/SB,D.C.BART,D.C.BART,4341.0000000000,37.7057640000,-122.4692730000,0.0000000000,WEST STATION RD,BART ACCESS RD,NS,NW,TR,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Taraval St NE-FS/BZ,19AVTAR1,19AVTARA,3394.0000000000,37.7433100000,-122.4755400000,0.0000000000,TARAVAL ST,19TH AVE,FS,NE,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Ortega St SW-FS/BZ,19AVORT0,19AVORTG,3380.0000000000,37.7520600000,-122.4764000000,0.0000000000,ORTEGA ST,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Noriega St SE-NS/BZ,19AVNOR1,19AVNORI,3374.0000000000,37.7541200000,-122.4762900000,0.0000000000,NORIEGA ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
Richardson Ave&Francisco St NW-NS,RCHNFNC1,RCHNFNCO,6181.0000000000,37.8004080000,-122.4474470000,0.0000000000,FRANCISCO ST,RICHARDSON AVE,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Laguna St&Chestnut St NW-NS/BZ,LGNACHE0,LGNACHES,5257.0000000000,37.8015130000,-122.4314180000,0.0000000000,CHESTNUT ST,LAGUNA ST,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
Lombard St&Pierce St NE-NS/BZ,LOMBPIE0,LOMBPIER,5285.0000000000,37.7995420000,-122.4391920000,0.0000000000,PIERCE ST,LOMBARD ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Pierce St SW-NS/BZ,LOMBPIE1,LOMBPIER,5284.0000000000,37.7992920000,-122.4394210000,0.0000000000,PIERCE ST,LOMBARD ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Junipero Serra Blvd&Palmetto Av FS,J S PAL1,J S PALM,5140.0000000000,37.7109100000,-122.4709900000,0.0000000000,PALMETTO AVE,JUNIPERO SERRA BLVD,FS,NE,FL,0.0000000000,2012/02/23,76.0000000000,
Junipero Serra Blvd & Font Blvd NW,J S FON0,J S FONT,5136.0000000000,37.7146300000,-122.4719100000,0.0000000000,FONT BLVD,JUNIPERO SERRA BLVD,NS,NW,FL,0.0000000000,2012/02/23,76.0000000000,
J. Serra at S. F. Golf Club SW-FS,J S CLU0,J S CLUB,5135.0000000000,37.7107070000,-122.4713240000,0.0000000000,JUNIPERO SERRA BLVD ON RAMP,JUNIPERO SERRA BLVD,FS,SW,FL,0.0000000000,2012/02/23,76.0000000000,
Junipero Serra Blvd&Brotherhd NE-FS,J S BRH1,J S BRHD,5134.0000000000,37.7135500000,-122.4712600000,0.0000000000,BROTHERHOOD WAY,JUNIPERO SERRA BLVD,FS,NE,FL,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Fillmore St NE-NS/BZ,LOMBFIL0,LOMBFILL,5275.0000000000,37.7998810000,-122.4359580000,0.0000000000,FILLMORE ST,LOMBARD ST,NS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Divisadero St NW-FS/BZ,LOMBDIV0,LOMBDIVI,5273.0000000000,37.7990780000,-122.4428610000,0.0000000000,DIVISADERO ST,LOMBARD ST,FS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
Lombard St&Divisadero St SW-NS/BZ,LOMBDIV1,LOMBDIVI,5272.0000000000,37.7988820000,-122.4427350000,0.0000000000,DIVISADERO ST,LOMBARD ST,NS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
Merchant Rd&Golden Gate Br. N-NS/SB,GGBRMCH0,GGBRMCHT,4776.0000000000,37.8066680000,-122.4758720000,0.0000000000,MERCHANT RD,UNNAMED 152,NS,N,FL,0.0000000000,2012/02/23,76.0000000000,
Golden Gate Br. Parking Lot N-NS/SB,GGBR LON,GGBR LOT,4773.0000000000,37.8075610000,-122.4750240000,0.0000000000,,TOLL PLAZA TUNNEL,NS,N,FL,0.0000000000,2012/02/23,76.0000000000,
Marina Blvd&Laguna St SW-NS-BZ,MRNALGNA,FTMATERM,4729.0000000000,37.8051180000,-122.4321850000,0.0000000000,WEST STATION RD,MARINA BLVD,TR,N,SI,0.0000000000,2012/02/23,76.0000000000,
Buchanan St&Beach St SE-NS/SB,BUCHBEC1,BUCHBECH,3795.0000000000,37.8048700000,-122.4336300000,0.0000000000,BEACH ST,BUCHANAN ST,NS,SE,FL,0.0000000000,2012/02/23,76.0000000000,
Buchanan St&Bay St NE-FS/SB,BUCHBAY1,BUCHBAY,3794.0000000000,37.8034300000,-122.4333400000,0.0000000000,BAY ST,BUCHANAN ST,FS,NE,FL,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Wawona St NW-NS/BZ,19AVWAW0,19AVWAWO,3400.0000000000,37.7375700000,-122.4754200000,0.0000000000,WAWONA ST,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Vicente St SE-NS/SB,19AVVCT1,19AVVCTE,3398.0000000000,37.7392000000,-122.4752800000,0.0000000000,VICENTE ST,19TH AVE,NS,SE,FL,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Ulloa St NE-FS/BZ,19AVULO1,19AVULOA,3396.0000000000,37.7414900000,-122.4754300000,0.0000000000,ULLOA ST,19TH AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Santiago St NE-FS/BZ,19AVSNT1,19AVSNTG,3392.0000000000,37.7452400000,-122.4756700000,0.0000000000,SANTIAGO ST,19TH AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Sloat Blvd NE-FS/BZ,19AVSLO1,19AVSLOA,3391.0000000000,37.7347170000,-122.4749740000,0.0000000000,BEACHMONT DR,SLOAT BLVD,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Sloat Blvd SW-FS/SB,19AVSLO0,19AVSLOA,3390.0000000000,37.7345560000,-122.4752030000,0.0000000000,OCEAN AVE,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Rivera St SW-FS/BZ,19AVRVR0,19AVRVRA,3389.0000000000,37.7464700000,-122.4760100000,0.0000000000,RIVERA ST,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Rivera St SE-NS/BZ,19AVRVR1,19AVRVRA,3388.0000000000,37.7466700000,-122.4757700000,0.0000000000,RIVERA ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Eucalyptus Dr SE-NS/BZ,19AVEUC1,19AVEUCA,3355.0000000000,37.7309700000,-122.4747200000,0.0000000000,EUCALYPTUS DR,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Eucalyptus Dr NW-NS-BZ,19AVEUC0,19AVEUCA,3354.0000000000,37.7311750000,-122.4749620000,0.0000000000,OCEAN AVE,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Irving St NW-NS/BZ,19AVIRV0,19AVIRVG,3359.0000000000,37.7636800000,-122.4773100000,0.0000000000,IRVING ST,19TH AVE,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Taraval St NW-NS/BZ,19AVTAR2,19AVTARA,3395.0000000000,37.7431800000,-122.4757800000,0.0000000000,TARAVAL ST,19TH AVE,NS,NW,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Santiago St NW-NS/BZ,19AVSNT2,19AVSNTG,3393.0000000000,37.7450700000,-122.4759000000,0.0000000000,SANTIAGO ST,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Quintara St SW-FS/BZ,19AVQUI2,19AVQUIN,3384.0000000000,37.7483000000,-122.4761400000,0.0000000000,QUINTARA ST,19TH AVE,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Quintara St SE-NS/BZ,19AVQUI1,19AVQUIN,3383.0000000000,37.7485300000,-122.4759000000,0.0000000000,QUINTARA ST,19TH AVE,NS,SE,BZ,1.0000000000,2012/02/23,76.0000000000,
19th Ave&Pacheco St SW-FS/BZ,19AVPAC0,19AVPACH,3382.0000000000,37.7502000000,-122.4762700000,0.0000000000,PACHECO ST,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Pacheco St SE-NS/BZ,19AVPAC1,19AVPACH,3381.0000000000,37.7504000000,-122.4760300000,0.0000000000,PACHECO ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Ortega St NE-FS/BZ,19AVORT1,19AVORTG,3379.0000000000,37.7527200000,-122.4761900000,0.0000000000,ORTEGA ST,19TH AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Ocean Ave SE-NS/SB,19AVOCE1,19AVOCEN,3378.0000000000,37.7321200000,-122.4748000000,0.0000000000,OCEAN AVE,19TH AVE,NS,SE,FL,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Ocean Ave NW-NS/SB,19AVOCE0,19AVOCEN,3377.0000000000,37.7327900000,-122.4751000000,0.0000000000,OCEAN AVE,19TH AVE,NS,NW,FL,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Moraga St SE-NS/BZ,19AVMOR1,19AVMORA,3373.0000000000,37.7559900000,-122.4764200000,0.0000000000,MORAGA ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Moraga St NW-NS/BZ,19AVMOR0,19AVMORA,3372.0000000000,37.7562200000,-122.4766900000,0.0000000000,MORAGA ST,19TH AVE,NS,NW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Lawton St SW-FS/BZ,19AVLAW2,19AVLAWT,3369.0000000000,37.7578890000,-122.4767820000,0.0000000000,LAWTON ST,19TH AVE,FS,SW,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Lawton St SE-NS/BZ,19AVLAW1,19AVLAWT,3368.0000000000,37.7578600000,-122.4765400000,0.0000000000,LAWTON ST,19TH AVE,NS,SE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Kirkham St NE-FS/BZ,19AVKIR1,19AVKIRK,3366.0000000000,37.7601500000,-122.4767100000,0.0000000000,KIRKHAM ST,19TH AVE,FS,NE,BZ,0.0000000000,2012/02/23,76.0000000000,
19th Ave&Judah St SW-FS/BZ,19AVJUD0,19AVJUDA,3365.0000000000,37.7614000000,-122.4771100000,0.0000000000,JUDAH ST,19TH AVE,FS,SW,BZ,1.0000000000,2012/02/23,76.0000000000,
